S.No,Item name,Brand_Name,Category,Sub_Category,Matched_Ingredients,Matched_Categories,Matched_Severities
704,Puramate Tooty Fruity Mix,PURAMATE,INSTANT FOOD,TOOTY FRUITY,SUGAR; CITRIC ACID,added_sugar; acidity_regulator,medium; low
705,Betty Crocker Triple Chocolate Brownie Instant Cake Mix Powder,BETTY CROCKER,INSTANT FOOD,CAKE MIX,SUGAR; DEXTROSE; HYDROGENATED VEGETABLE OIL; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA); IODIZED SALT,added_sugar; hidden_sugar; trans_fat_source; allergen; refined_carb; sodium_source,medium; medium; high; low; medium; low
706,Pillsbury VANILLA CAKE Custard Powder,PILLSBURY,INSTANT FOOD,CUSTARD POWDER,LODISED SALT,sodium_source,low
707,Amul Mithai Mate Condensed Sweetened Milk Tin,AMUL,INSTANT FOOD,CONDENSED MILK,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
708,Hershey's Cocoa Powder,HERSHYEYS,INSTANT FOOD,COCO POWDER,,,
709,Nestle Milkmaid Partly Skimmed Sweetened Condensed Milk,NESTLE,INSTANT FOOD,CONDENSED MILK,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
710,Double Horse Rice Palada Payasam Mix,DOUBLE HORSE,INSTANT FOOD,PAYASAM MIX,SUGAR,added_sugar,medium
711,Pillsbury Butterscotch Flavour Pancake Mix,PILLSBURY,INSTANT FOOD,PANCAKE MIX,SUGAR; REFINED WHEAT FLOUR (MAIDA); IODIZED SALT,added_sugar; refined_carb; sodium_source,medium; medium; low
712,MTR Gulab Jamun Mix,MTR,INSTANT FOOD,GULAB JAMUN MIX,MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA),allergen; refined_carb,low; medium
713,Pillsbury Chocolate Flavour Pancake Mix 2-Minute Pancake Mix For Kids,PILLSBURY,INSTANT FOOD,PANCAKE MIX,SUGAR; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA); LODIZED SALT,added_sugar; allergen; refined_carb; sodium_source,medium; low; medium; low
714,Gits Rabdi Instant Dessert Mix,GITS,INSTANT FOOD,PAYASAM MIX,MILK SOLIDS,allergen,low
715,Weikfield Jelly Crystals Strawberry Flavour Carton,WEIKFIELD,INSTANT FOOD,JELLY MIX,SUGAR; LODISED SALT,added_sugar; sodium_source,medium; low
716,ACT II Sweet & Salty Popcorn,ACT II,INSTANT FOOD,POPCORN,SUGAR; IODISED SALT,added_sugar; sodium_source,medium; low
717,4700BC Butter Popcorn,4700BC,INSTANT FOOD,POPCORN,IODISED SALT,sodium_source,low
718,Quaker Oats Breakfast Cereal,QUAKER,INSTANT FOOD,CEREAL,SUGAR,added_sugar,medium
719,Kellogg's Muesli Fruit Nut & Seeds 12-in-1 Power Breakfast,KELLOGGS,INSTANT FOOD,CEREAL,SUGAR; REFINED WHEAT FLOUR (MAIDA),added_sugar; refined_carb,medium; medium
720,Tata Soulfull Ragi Bites Choco Fills,TATA SOULFULL,INSTANT FOOD,CEREAL,REFINED SUGAR; MILK SOLIDS; IODISED SALT,added_sugar; allergen; sodium_source,medium; low; low
721,Kellogg's Multigrain Chocos,KELLOGGS,INSTANT FOOD,CEREAL,SUGAR; IODIZED SALT,added_sugar; sodium_source,medium; low
722,Kellogg's Corn Flakes With Real Strawberry,KELLOGGS,INSTANT FOOD,CEREAL,SUGAR; IODIZED SALT,added_sugar; sodium_source,medium; low
723,Yoga Bar Super High Protein Muesli,YOGA BAR,INSTANT FOOD,MUSLI,SUGAR; JAGGERY,added_sugar; added_sugar,medium; low
724,"Yoga Bar Wholegrain Breakfast Muesli-Dark Chocolate+Cranberry,Granola",YOGA BAR,INSTANT FOOD,MUSLI,SUGAR; JAGGERY,added_sugar; added_sugar,medium; low
725,Manna Oats Pouch,MANNA,INSTANT FOOD,OATS,SUGAR,added_sugar,medium
726,"Saffola Oats, Instant Rolled Oats",SAFFOLA,INSTANT FOOD,OATS,,,
727,Saffola Masala Oats,SAFFOLA,INSTANT FOOD,OATS,SUGAR; MALTODEXTRIN; HYDROLYSED VEGETABLE PROTEIN; FLAVOUR ENHANCER; STARCH; IODISED SALT,added_sugar; hidden_sugar; msg_source; msg_likely; refined_carb; sodium_source,medium; medium; medium; medium; low; low
728,Kwality Classic Masala Oats - Box,KWALITY,INSTANT FOOD,OATS,SUGAR; MALTODEXTRIN; ACIDITY REGULATOR (INS 330); HYDROLYZED VEGETABLE PROTEIN; IODIZED SALT,added_sugar; hidden_sugar; acidity_regulator; msg_source; sodium_source,medium; medium; low; medium; low
729,Pintola High Protein Oats Dark Chocolate With Almonds Raisin Pumpkin And Chia Seeds,PINTOLA,INSTANT FOOD,OATS,SUGAR,added_sugar,medium
730,Yoga Bar Breakfast Cereal & Muesli,YOGA BAR,INSTANT FOOD,MUSLI,JAGGERY,added_sugar,low
731,Kellogg's Chocolate Muesli,KELLOGGS,INSTANT FOOD,MUSLI,SUGAR; LIQUID GLUCOSE; REFINED WHEAT FLOUR (MAIDA); IODIZED SALT,added_sugar; hidden_sugar; refined_carb; sodium_source,medium; medium; medium; low
732,Kissan Fresh Tomato Ketchup,KISSAN,SAUCE,KETCHUP,SUGAR; IODISED SALT,added_sugar; sodium_source,medium; low
733,"Ching's Secret Dark Soy Sauce, Rich, Brown and Zesty",CHINGS SECRET,SAUCE,SOY SAUCE,SUGAR; IODISED SALT,added_sugar; sodium_source,medium; low
734,Veeba Smokey Barbeque Sauce,VEEBA,SAUCE,BARBEQUE SAUCE,SUGAR; JAGGERY; PRESERVATIVE (INS 211); LODISED SALT,added_sugar; added_sugar; preservative; sodium_source,medium; low; medium; low
735,Veeba Peri Peri Hot Sauce,VEEBA,SAUCE,HOT SAUCE,SUGAR; IODISED SALT,added_sugar; sodium_source,medium; low
736,Knorr Sauce Pizza and Pasta,KNOR,SAUCE,PIZZA AND PASTA SAUCE,SUGAR; PRESERVATIVE (INS 211); IODISED SALT,added_sugar; preservative; sodium_source,medium; medium; low
737,Knorr Red Chilli Sauce,KNOR,SAUCE,RED CHILLI SAUCE,SUGAR; PRESERVATIVE (INS 211); IODISED SALT,added_sugar; preservative; sodium_source,medium; medium; low
738,Tabasco Red Pepper Sauce,TABASCO,SAUCE,RED PEPPER SAUCE,,,
739,MasterChow Spicy Sichuan Chilli Oil,MASTER CHOW,SAUCE,CHILLI OIL,SUGAR,added_sugar,medium
740,Habanero Herb-Infused Alfredo Style White Pasta Sauce,HABANERO,SAUCE,WHITE PASTA SAUCE,SUGAR; IODIZED SALT,added_sugar; sodium_source,medium; low
741,Wingreens Farms honey-mustard-sauce,WINGREENS,SAUCE,MUSTARD SAUCE,SUGAR; MILK SOLIDS; IODIZED SALT,added_sugar; allergen; sodium_source,medium; low; low
742,Ching's Secret Green Chilli Sauce,CHINGS SECRET,SAUCE,GREEN CHILLI SAUCE,SUGAR; PRESERVATIVE (INS 211); IODISED SALT,added_sugar; preservative; sodium_source,medium; medium; low
743,Ong's Spring Roll Sauce,ONGS,SAUCE,SPRING ROLL SAUCE,SUGAR,added_sugar,medium
744,Ong's Bird Eye Chilli Sauce,ONGS,SAUCE,CHILLI SAUCE,SUGAR,added_sugar,medium
745,Dr. Oetker FunFoods Pizza Topping All-in-One Sauce,DR OETKERS FUNFOODS,SAUCE,SAUCE,SUGAR; MILK SOLIDS; IODISED SALT,added_sugar; allergen; sodium_source,medium; low; low
746,Saucery Roasted Garlic And Spring Onion Dip,WINGREENS,SAUCE,ONION AND GARLIC DIP,,,
747,Wingreens Farms Premium Veg Mayo,WINGREENS,SAUCE,MAYONNAISE,SUGAR; MILK SOLIDS; IODIZED SALT,added_sugar; allergen; sodium_source,medium; low; low
748,Wingreens Farms Tandoori Mayo,WINGREENS,SAUCE,MAYONNAISE,SUGAR; MILK SOLIDS; IODIZED SALT,added_sugar; allergen; sodium_source,medium; low; low
749,Wingreens Farms Chipotle Mayo Sauce And Spread,WINGREENS,SAUCE,MAYONNAISE,SUGAR; MILK SOLIDS; IODIZED SALT,added_sugar; allergen; sodium_source,medium; low; low
750,Wingreens Classic VEG Mayo,WINGREENS,SAUCE,MAYONNAISE,SUGAR; IODISED SALT,added_sugar; sodium_source,medium; low
751,Nutella Hazelnut Spread with Cocoa,NUTELLA,SPREAD,CHOCOLATESPREAD,SUGAR; PALM OIL,added_sugar; saturated_fat_source,medium; medium
752,Hershey's Cocoa + Almond Spread,HERSHYEYS,SPREAD,CHOCOLATESPREAD,SUGAR; HYDROGENATED VEGETABLE FAT; EDIBLE VEGETABLE OIL (PALM OIL); MILK SOLIDS; EDIBLE COMMON SALT,added_sugar; trans_fat_source; saturated_fat_source; allergen; sodium_source,medium; high; medium; low; low
753,Eatopia Mulberry Fruit Honey Jam,EATOPIA,SPREAD,JAM,,,
754,Eatopia Mixedberry Honey Jam Spread,EATOPIA,SPREAD,JAM,,,
755,Eatopia Strawberry Fruit Honey Jam Spread,EATOPIA,SPREAD,JAM,,,
756,Habanero Basil Pesto Dip,HABANERO,SPREAD,BASIL PISTO  DIP,SUGAR; FLAVOUR ENHANCER; MILK SOLIDS; IODISED SALT,added_sugar; msg_likely; allergen; sodium_source,medium; medium; low; low
757,Oetker FunFoods Pesto Italian Sauce,DR OETKERS FUNFOODS,SPREAD,BASIL PISTO  DIP,SUGAR; ACIDITY REGULATOR (INS 330); IODISED SALT,added_sugar; acidity_regulator; sodium_source,medium; low; low
758,Habanero Jalapeno Cheese Dip,HABANERO,SPREAD,CHEESE DIP,SUGAR; MILK SOLIDS; IODISED SALT,added_sugar; allergen; sodium_source,medium; low; low
759,Veeba Sandwich Spread Cheese & Chilli,VEEBA,SPREAD,SANDWICH SPREAD,SUGAR; MILK SOLIDS; IODISED SALT,added_sugar; allergen; sodium_source,medium; low; low
760,Saffola Foods Honey Active ,SAFFOLA,SPREAD,HONEY,,,
761,Kissan Mixed Fruit Jam,KISSAN,SPREAD,JAM,SUGAR; IODISED SALT,added_sugar; sodium_source,medium; low
762,Kissan Mango Jam,KISSAN,SPREAD,MANGO JAM,SUGAR,added_sugar,medium
763,Dr. Oetker Funfoods Stripes - Mayo & Ketchup,DR OETKERS FUNFOODS,SPREAD,MAYO AND KETCHUP,SUGAR; MILK SOLIDS; STARCH; IODISED SALT,added_sugar; allergen; refined_carb; sodium_source,medium; low; low; low
764,Sweetmate Sugar Free Strawberry Jam,SWEETMATE,SPREAD,STRAWBERRY JAM,CITRIC ACID,acidity_regulator,low
765,Sweetmate Sugar Free Pineapple Jam,SWEETMATE,SPREAD,PINEAPPLE JAM,ACIDITY REGULATOR (INS 330); PRESERVATIVE (INS 211),acidity_regulator; preservative,low; medium
766,ADF Soul Sriracha Dip,ADF SOUL,SPREAD,SIRRACHA DIP,SUGAR; LIQUID GLUCOSE; FLAVOUR ENHANCER,added_sugar; hidden_sugar; msg_likely,medium; medium; medium
767,ADF Soul Twisty Tamarind Dip,ADF SOUL,SPREAD,TAMARIND DIP,SUGAR; PRESERVATIVE (INS 211); CORN FLOUR; EDIBLE COMMON SALT,added_sugar; preservative; refined_carb; sodium_source,medium; medium; low; low
768,Pintola Classic Peanut Butter - Creamy,PINTOLA,SPREAD,PEANUT BUTTER,SUGAR; IODISED SALT,added_sugar; sodium_source,medium; low
769,Pintola Dark Chocolate Peanut Butter,PINTOLA,SPREAD,PEANUT BUTTER,SUGAR,added_sugar,medium
770,The Whole Truth Crunchy Unsweetened Peanut Butter,THE WHOLE TRUTH,SPREAD,PEANUT BUTTER,,,
771,Bournvita Chocolate,CADBERY BORNVITA,INSTANT FOOD,MALT,SUGAR; LIQUID GLUCOSE; MALTODEXTRIN; WHEAT GLUTEN; MILK SOLIDS; IODISED SALT,added_sugar; hidden_sugar; hidden_sugar; allergen; allergen; sodium_source,medium; medium; medium; low; low; low
772,Horlicks Nutrition Drink Jar,HORLICKS,INSTANT FOOD,MALT,SUGAR; EMULSIFIER (INS 471); WHEAT GLUTEN; MILK SOLIDS; IODIZED SALT,added_sugar; emulsifier; allergen; allergen; sodium_source,medium; low; low; low; low
773,Horlicks Women's Plus Caramel Drink Mix,HORLICKS,INSTANT FOOD,MALT,MILK SOLIDS,allergen,low
774,Vahdam Japanese Matcha Green Tea,VAHDAM,INSTANT FOOD,MATCHA,,,
775,Manna Health Mix- Multigrain Drink For Kids,MANNA,INSTANT FOOD,MALT,,,
776,ITC Master Chef Chili Garlic Potato Shots Nuggets,ITC MASTER CHEF,INSTANT FOOD,NUGGETS,DEXTROSE; STARCH; IODISED SALT,hidden_sugar; refined_carb; sodium_source,medium; low; low
777,Hyfun Sabudana Tikki,HYFUN,INSTANT FOOD,SABUDANA TIKKI,ACIDITY REGULATOR (INS 330),acidity_regulator,low
778,Hyfun Aloo Tikki,HYFUN,INSTANT FOOD,ALOO TIKKI,,,
779,Hyfun Burger Patty,HYFUN,INSTANT FOOD,BURGER,SUGAR; DEXTROSE; REFINED WHEAT FLOUR (MAIDA); CORN FLOUR; STARCH; IODISED SALT,added_sugar; hidden_sugar; refined_carb; refined_carb; refined_carb; sodium_source,medium; medium; medium; low; low; low
780,ITC Master Chef Peri Peri French Fries,ITC MASTER CHEF,INSTANT FOOD,FRENCH FRIES,SUGAR; REFINED PALMOLEIN OIL; FLAVOUR ENHANCER; STARCH,added_sugar; saturated_fat_source; msg_likely; refined_carb,medium; medium; medium; low
781,ITC Master Chef Crispy Onion Rings,ITC MASTER CHEF,INSTANT FOOD,ONION RING,SUGAR; DEXTROSE; REFINED PALM OIL; REFINED WHEAT FLOUR; CORN FLOUR; IODIZED SALT,added_sugar; hidden_sugar; saturated_fat_source; refined_carb; refined_carb; sodium_source,medium; medium; medium; medium; low; low
782,Hyfun Jalapeno Cheesy Pops,HYFUN,INSTANT FOOD,CHEESY POPS,SUGAR; REFINED PALMOLEIN OIL; MILK SOLIDS; STARCH; IODISED SALT; IODIZED SALT,added_sugar; saturated_fat_source; allergen; refined_carb; sodium_source; sodium_source,medium; medium; low; low; low; low
783,McCain Smile,MCCAIN,INSTANT FOOD,POTATO FRIES,STARCH; IODIZED SALT,refined_carb; sodium_source,low; low
784,McCain Mini Samosa - Cheese Corn,MCCAIN,INSTANT FOOD,MINI SAMOSA,MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA); IODISED SALT,allergen; refined_carb; sodium_source,low; medium; low
785,Prasuma Pizza Minis - Veg Supreme,PRASUMA,INSTANT FOOD,MINI PIZZA,SUGAR; REFINED WHEAT FLOUR; IODIZED SALT,added_sugar; refined_carb; sodium_source,medium; medium; low
786,Prasuma Pizza Minis - Paneer Tikka,PRASUMA,INSTANT FOOD,PANEER TIKKA,SUGAR; FLAVOUR ENHANCER; REFINED WHEAT FLOUR (MAIDA); LODIZED SALT,added_sugar; msg_likely; refined_carb; sodium_source,medium; medium; medium; low
787,Prasuma BBQ Chicken Bao Buns,PRASUMA,INSTANT FOOD,CHICKEN BAO BUNS,SUGAR; ANTICAKING AGENT (INS 551); FLAVOUR ENHANCER; REFINED WHEAT FLOUR (MAIDA); CORN FLOUR,added_sugar; anticaking_agent; msg_likely; refined_carb; refined_carb,medium; low; medium; medium; low
788,Prasuma Bao Buns - Butter Chicken,PRASUMA,INSTANT FOOD,BUTTER CHICKEN,SUGAR; ANTICAKING AGENT (INS 551); FLAVOUR ENHANCER; REFINED WHEAT FLOUR (MAIDA),added_sugar; anticaking_agent; msg_likely; refined_carb,medium; low; medium; medium
789,Prasuma Veg Spring Rolls,PRASUMA,INSTANT FOOD,SRPING ROLL,MALTODEXTRIN; REFINED WHEAT FLOUR (MAIDA); STARCH,hidden_sugar; refined_carb; refined_carb,medium; medium; low
790,Prasuma Bao Buns - Veg Pizza,PRASUMA,INSTANT FOOD,VEG PIZZA,SUGAR; ANTICAKING AGENT (INS 551); FLAVOUR ENHANCER; REFINED WHEAT FLOUR (MAIDA),added_sugar; anticaking_agent; msg_likely; refined_carb,medium; low; medium; medium
791,Prasuma Desi Chicken Momos,PRASUMA,INSTANT FOOD,CHICKEN MOMUS,FLAVOUR ENHANCER; REFINED WHEAT FLOUR,msg_likely; refined_carb,medium; medium
792,Prasuma Frozen Chicken Shammi Kabab,PRASUMA,INSTANT FOOD,KABAB,CORN FLOUR,refined_carb,low
793,Prasuma Frozen Chicken Seekh Kabab,PRASUMA,INSTANT FOOD,KABAB,CORN FLOUR,refined_carb,low
794,Prasuma Chilli Prawn Momos,PRASUMA,INSTANT FOOD,PRAWN MOMO,PRESERVATIVE (INS 211); FLAVOUR ENHANCER; REFINED WHEAT FLOUR (MAIDA),preservative; msg_likely; refined_carb,medium; medium; medium
795,Prasuma Cheesy Spicy Vegetable Momos,PRASUMA,INSTANT FOOD,MOMO,FLAVOUR ENHANCER; REFINED WHEAT FLOUR (MAIDA),msg_likely; refined_carb,medium; medium
796,Prasuma Chicken Spring Rolls,PRASUMA,INSTANT FOOD,SPRING ROLL SAUCE,MALTODEXTRIN; REFINED WHEAT FLOUR (MAIDA); STARCH,hidden_sugar; refined_carb; refined_carb,medium; medium; low
797,Prasuma Chocolate Burst Bao Buns,PRASUMA,INSTANT FOOD,BAO BUNS,SUGAR; HYDROGENATED VEGETABLE FAT; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA),added_sugar; trans_fat_source; allergen; refined_carb,medium; high; low; medium
798,Prasuma Original Pork Momos,PRASUMA,INSTANT FOOD,PORK MOMOS,REFINED WHEAT FLOUR,refined_carb,medium
799,Prasuma Classic Mutton Momos,PRASUMA,INSTANT FOOD,MUTTON MOMOS,FLAVOUR ENHANCER; REFINED WHEAT FLOUR (MAIDA),msg_likely; refined_carb,medium; medium
800,Prasuma Frozen Mutton Shammi Kabab,PRASUMA,INSTANT FOOD,KABAB,CORN FLOUR,refined_carb,low
801,Prasuma Spiced Aloo Mini Samosa,PRASUMA,INSTANT FOOD,MINI SAMOSA,REFINED WHEAT FLOUR (MAIDA),refined_carb,medium
802,Prasuma Chicken Mini Samosa,PRASUMA,INSTANT FOOD,MINI SAMOSA,REFINED WHEAT FLOUR (MAIDA),refined_carb,medium
803,Britannia The Laughing Cow Processed Cream Cheese Spread,BRITANNIA,DAIRY,CHEESE ,IODISED SALT,sodium_source,low
804,Mooz Mozzarella & Cheddar Pizza Cheese,WOOZ,DAIRY,CHEESE ,,,
805,Amul A2 Buffalo Milk Dahi,AMUL,DAIRY,CURD,,,
806,Milky Mist Pure Cream,MILKY MIST,DAIRY,CREAM,MILK SOLIDS,allergen,low
807,Milky Mist Briyas Tofu Paneer,MILKY MIST,DAIRY,TOFU ,,,
808,Cremeitalia Sour Cream,CREMEITALIA,DAIRY,CREAM,,,
809,Amul Salted Butter,AMUL,DAIRY,BUTTER CHICKEN,IODIZED SALT,sodium_source,low
810,Britannia Breads Bombay Pav,BRITANNIA,SNACKS,BREAD,SUGAR; REFINED PALMOLEIN OIL; REFINED WHEAT FLOUR (MAIDA); IODISED SALT,added_sugar; saturated_fat_source; refined_carb; sodium_source,medium; medium; medium; low
811,English Oven Fruit Bread,ENGLISH ,SNACKS,BREAD,SUGAR; ACIDITY REGULATOR (330); WHEAT GLUTEN; REFINED WHEAT FLOUR (MAIDA); EDIBLE COMMON SALT,added_sugar; acidity_regulator; allergen; refined_carb; sodium_source,medium; low; low; medium; low
812,Milky Mist Greek Yogurt,MILKY MIST,DAIRY,YOGURT,MILK SOLIDS,allergen,low
813,Hatsun Fruit Yoghurt Rose And Lychee,HATSUN,DAIRY,YOGURT,SUGAR; ACIDITY REGULATOR (330); MILK SOLIDS,added_sugar; acidity_regulator; allergen,medium; low; low
814,Hatsun Yogurt Drink Blueberry,HATSUN,DAIRY,YOGURT,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
815,Milky Mist Fruit Yogurt Strawberry,MILKY MIST,DAIRY,YOGURT,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
816,Arun VANILLA CAKE Ice Cream Tub,ARUN,ICEREAMES,ICECREAM,LIQUID GLUCOSE; REFINED SUGAR; MILK SOLIDS,hidden_sugar; added_sugar; allergen,medium; medium; low
817,Arun Chocolate Ice Cream Tub,ARUN,ICEREAMES,ICECREAM,SUGAR; LIQUID GLUCOSE; MILK SOLIDS,added_sugar; hidden_sugar; allergen,medium; medium; low
818,Arun Pista Ice Cream Tub,ARUN,ICEREAMES,ICECREAM,LIQUID GLUCOSE; REFINED SUGAR; MILK SOLIDS,hidden_sugar; added_sugar; allergen,medium; medium; low
819,Go Zero French VANILLA CAKE Low Calorie Guilt Free Ice Cream Tub,GO ZERO,ICEREAMES,ICECREAM,MILK SOLIDS; SKIMMED MILK POWDER,allergen; allergen,low; low
820,Arun Icecreams Butterscotch Ice Cream Tub,ARUN,ICEREAMES,ICECREAM,LIQUID GLUCOSE; REFINED SUGAR; HYDROGENATED VEGETABLE FAT; MILK SOLIDS; IODIZED SALT,hidden_sugar; added_sugar; trans_fat_source; allergen; sodium_source,medium; medium; high; low; low
821,Go Zero Roasted Almond Low Calorie Guilt Free Ice Cream Tub,GO ZERO,ICEREAMES,ICECREAM,MILK SOLIDS; SKIMMED MILK POWDER,allergen; allergen,low; low
822,Go Zero Mad Over Mango Low Calorie Guilt Free Ice Cream Tub,GO ZERO,ICEREAMES,ICECREAM,,,
823,NIC Mixed Berries Ice Cream Tub,NIC,ICEREAMES,ICECREAM,SUGAR,added_sugar,medium
824,Amul Ice Lounge Belgian Chocolate Ice Cream Tub,AMUL,ICEREAMES,ICECREAM,SUGAR; DEXTROSE; MILK SOLIDS,added_sugar; hidden_sugar; allergen,medium; medium; low
825,Dairy Day Black Currant Ice Cream Tub,DAIRY DAY,ICEREAMES,ICECREAM,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
826,Amul Gold Caramel Chocolate Ice Cream Tub,AMUL,ICEREAMES,ICECREAM,SUGAR; DEXTROSE; EMULSIFIER (INS 471); MILK SOLIDS,added_sugar; hidden_sugar; emulsifier; allergen,medium; medium; low; low
827,Kwality Wall's Cadbury Crackle Tub,KWALITY WALLS CADBUARY,ICEREAMES,ICECREAM,SUGAR; LIQUID GLUCOSE; MALTODEXTRIN; PALM OIL; MILK SOLIDS; LODISED SALT,added_sugar; hidden_sugar; hidden_sugar; saturated_fat_source; allergen; sodium_source,medium; medium; medium; medium; low; low
828,Kwality Wall's Oreo And Cream Tub,KWALITY WALLS CADBUARY,ICEREAMES,ICECREAM,SUGAR; LIQUID GLUCOSE; INVERT SYRUP; PALM OIL; MILK SOLIDS; REFINED WHEAT FLOUR,added_sugar; hidden_sugar; hidden_sugar; saturated_fat_source; allergen; refined_carb,medium; medium; medium; medium; low; medium
829,Amul Gold Butterscotch Ice Cream Tub,AMUL,ICEREAMES,ICECREAM,SUGAR; LIQUID GLUCOSE; MILK SOLIDS,added_sugar; hidden_sugar; allergen,medium; medium; low
830,Amul Chocolate Magic Sundae Ice Cream Tub,AMUL,ICEREAMES,ICECREAM,SUGAR; DEXTROSE; MILK SOLIDS,added_sugar; hidden_sugar; allergen,medium; medium; low
831,Amul Fruit N Nut Fantasy Ice Cream Tub,AMUL,ICEREAMES,ICECREAM,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
832,NIC Chocochips Ice Cream Tub,NIC,ICEREAMES,ICECREAM,SUGAR,added_sugar,medium
833,Dairy Day Black Currant Ice Cream Tub,DAIRY DAY,ICEREAMES,ICECREAM,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
834,Havmor Signature Nutty Belgian Dark Chocolate Ice Cream Tub,HAVMOR,ICEREAMES,ICECREAM,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
835,Call Me Chunky Cookie Caramel Charms Ice Cream,CALL ME CHUNKY,ICEREAMES,ICECREAM,SUGAR; MALTODEXTRIN; GLUCOSE SYRUP; MILK SOLIDS,added_sugar; hidden_sugar; hidden_sugar; allergen,medium; medium; medium; low
836,London Dairy Choco Brownie Delight Ice Cream Tub,LONDON DAIRY,ICEREAMES,ICECREAM,SUGAR; GLUCOSE SYRUP; NATURE IDENTICAL FLAVOURING SUBSTANCES; SKIMMED MILK POWDER; REFINED WHEAT FLOUR; EDIBLE COMMON SALT,added_sugar; hidden_sugar; artificial_flavoring; allergen; refined_carb; sodium_source,medium; medium; medium; low; medium; low
837,Havmor Taj Mahal Ice Cream Tub,HAVMOR,ICEREAMES,ICECREAM,SUGAR; EMULSIFIER (INS 471); MILK SOLIDS,added_sugar; emulsifier; allergen,medium; low; low
838,Milkymist Dulce De Leche Tub,MILKY MIST,ICEREAMES,ICECREAM,SUGAR; LIQUID GLUCOSE; MALTODEXTRIN; JAGGERY; EMULSIFIER (INS 471); NATURE IDENTICAL FLAVOURING SUBSTANCES; MILK SOLIDS,added_sugar; hidden_sugar; hidden_sugar; added_sugar; emulsifier; artificial_flavoring; allergen,medium; medium; medium; low; low; medium; low
839,Go Zero Mango Duet Low Calorie Guilt Free Ice Cream Stick,GO ZERO,ICEREAMES,CANDY,MILK SOLIDS; SKIMMED MILK POWDER,allergen; allergen,low; low
840,Arun Ibar Mini Almond Crunch Ice Cream Stick,ARUN,ICEREAMES,CHOCOBAR,LIQUID GLUCOSE; REFINED SUGAR; MILK SOLIDS,hidden_sugar; added_sugar; allergen,medium; medium; low
841,Go Zero Hazelnut Chocolate Low Calorie Guilt Free Ice Cream Bar,GO ZERO,ICEREAMES,CHOCOBAR,MILK SOLIDS; SKIMMED MILK POWDER,allergen; allergen,low; low
842,Dairy Day New Triple Bar Ice Cream Stick,DAIRY DAY,ICEREAMES,CHOCOBAR,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
843,Kwality Wall's Magnum Chocolate Almond Ice Cream Stick,KWALITY WALLS CADBUARY,ICEREAMES,CHOCOBAR,SUGAR; LIQUID GLUCOSE; MILK SOLIDS,added_sugar; hidden_sugar; allergen,medium; medium; low
844,Amul Gold Frostik Ice Cream Stick,AMUL,ICEREAMES,CHOCOBAR,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
845,Hocco Choco Brownie Ice Cream Tub,HOCCO,ICEREAMES,ICECREAM,LIQUID GLUCOSE; INVERT SUGAR; MALTODEXTRIN; MILK SOLIDS; STARCH,hidden_sugar; hidden_sugar; hidden_sugar; allergen; refined_carb,medium; medium; medium; low; low
846,Go Zero Raspberry Duet Low Calorie Guilt Free Ice Cream Stick,GO ZERO,ICEREAMES,STICK,MILK SOLIDS; SKIMMED MILK POWDER,allergen; allergen,low; low
847,Kwality Walls Magnum Pistachio Ice Cream Stick,KWALITY WALLS CADBUARY,ICEREAMES,STICK,SUGAR; LIQUID GLUCOSE; MILK SOLIDS,added_sugar; hidden_sugar; allergen,medium; medium; low
848,Dairy Day Nutty Ice Cream Stick,DAIRY DAY,ICEREAMES,STICK,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
849,Grameen Dry Fruit Matka Kulfi Ice Cream Cup,GRAMEEN,ICEREAMES,KULFI,SUGAR,added_sugar,medium
850,Grameen Kesar Pista Kulfi Ice Cream Stick,GRAMEEN,ICEREAMES,KULFI,SUGAR,added_sugar,medium
851,Grameen Desi Malai Kulfi Ice Cream Stick,GRAMEEN,ICEREAMES,KULFI,SUGAR,added_sugar,medium
852,Kwality Walls Cassata,KWALITY WALLS CADBUARY,ICEREAMES,CASSATA,SUGAR; LIQUID GLUCOSE; DEXTROSE; MALTODEXTRIN; PALM OIL; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA); STARCH; IODIZED SALT,added_sugar; hidden_sugar; hidden_sugar; hidden_sugar; saturated_fat_source; allergen; refined_carb; refined_carb; sodium_source,medium; medium; medium; medium; medium; low; medium; low; low
